people_group,country,population,language,longitude,latitude
Assyrian,Australia,"28,000",Assyrian Neo-Aramaic,151.072065,-33.882135
"Baadi, Bard",Australia,300,Bardi,122.90546,-16.61194
Bandjalang,Australia,100,Bandjalang,152.611481,-28.390496
Belarusian,Australia,"6,300",Belarusian,150.770462,-33.850363
British,Australia,"989,000",English,138.599732,-34.92577
Danish,Australia,"5,800",Danish,145.02,-37.712
Dayi,Australia,80,Dayi,135.56648,-12.025614
Dhuwal,Australia,300,Dhuwal,135.031477,-14.826832
Djamindjung,Australia,30,Djamindjung,130.142319,-15.407832
"Djeebbana, Gunavidji",Australia,200,Djeebbana,134.10939,-12.02861
Djinba,Australia,70,Djinba,134.9219,-12.95169
Dutch,Australia,"72,000",Dutch,151.2074,-33.8674
Estonian,Australia,"1,900","Estonian, Standard",151.2076,-33.8676
Fijian Hindi,Australia,"2,700","Hindi, Fiji",145.25,-37.85
German,Australia,"106,000","German, Standard",149.068805,-35.231271
Guguyimidjir,Australia,800,Guugu Yimidhirr,145.113757,-15.297183
Gumatj,Australia,100,Gumatj,136.82386,-12.25534
Guragone,Australia,50,Gurr-goni,134.262,-12.298
Gurindji Kriol,Australia,"1,000",Gurindji Kriol,130.8316,-17.4378
"Han Chinese, Min Nan",Australia,"18,000","Chinese, Min Nan",151.09,-33.89
"Han Chinese, Wu",Australia,"3,400","Chinese, Wu",144.95,-37.73
Hungarian,Australia,"29,000",Hungarian,150.139008,-32.8312
Indonesian,Australia,"76,000",Indonesian,145.468994,-36.5588
"Irish Traveller, Shelta",Australia,"7,700",Shelta,151.211931,-33.86392
"Iwaidja, Ibadjo",Australia,100,Iwaidja,132.58238,-11.51794
Jaru,Australia,200,Jaru,128.53978,-18.11152
Javanese,Australia,"13,000",Javanese,149.178251,-21.153314
"Krio, Creole",Australia,"3,600",Krio,151.184511,-33.882749
Kumbainggar,Australia,90,Kumbainggar,152.9384,-29.67174
Miriwung,Australia,200,Miriwoong,128.742644,-15.776437
Murinbata,Australia,"2,000",Murrinh-Patha,129.70152,-14.74852
Nakara,Australia,60,Na-kara,134.29963,-12.07449
Narrinyeri,Australia,200,English,139.132181,-35.507855
Ngalkbun,Australia,10,Gunwinggu,133.98152,-13.78231
"Ngarinman, Hainman",Australia,50,Ngarinyman,130.64996,-15.50219
Ngarluma,Australia,200,English,149.78195,-32.90267
Norwegian,Australia,"2,900",Norwegian,151.14,-33.913
Nuer,Australia,"2,200",Nuer,151.22,-33.81
Nyigina,Australia,100,English,149.781841,-32.902439
"Oromo, Arsi",Australia,"3,100","Oromo, Borana-Arsi-Guji",151.141843,-33.908396
Panytyima,Australia,100,Banyjima,118.73796,-22.76183
Pintupi,Australia,"1,300",English,149.782083,-32.902541
Portuguese,Australia,"22,000",Portuguese,151.154054,-33.895782
Romanian,Australia,"14,000",Romanian,144.96705,-37.80503
"South Asian, general",Australia,"419,000",English,150.913926,-33.912654
"Spaniard, general",Australia,"123,000",Spanish,151.207114,-33.867139
Swedish,Australia,"9,100",Swedish,151.1,-33.79
"Thaayoore, Taior",Australia,400,Kuuk Thayorre,142.01589,-14.82163
Tjupany,Australia,300,Tjupany,120.055392,-28.054486
Ukrainian,Australia,"19,000",Ukrainian,144.916806,-37.756136
Wambaya,Australia,100,Wambaya,135.7305,-16.6888
Warumungu,Australia,300,Warumungu,134.18592,-19.22333
Watjari,Australia,300,English,117.15302,-28.17608
Welsh,Australia,"46,000",Welsh,151.2075,-33.867139
Yanyuwa,Australia,200,Yanyuwa,135.89275,-15.77551
Yidiny,Australia,200,Yidiny,146.580425,-18.734286
Aboriginal Creole,Australia,"7,200",Kriol,137.669,-18.135
"Aboriginal, Detribalized",Australia,"527,000",English,132.1283,-26.2925
"Aboriginal, Southwest",Australia,"10,000",English,115.906119,-31.89878
Afrikaner,Australia,"67,000",Afrikaans,149.782181,-32.902739
Alyawarra,Australia,"1,600",Alyawarr,136.83489,-21.04266
"Americans, U.S.",Australia,"89,000",English,151.207114,-33.8674
Andilyaugwa,Australia,"1,500",Anindilyakwa,136.6415,-13.99904
Anglo-Australian,Australia,"17,520,000",English,149.233058,-35.353179
Anglo-New Zealander,Australia,"535,000",English,151.00654,-33.754667
Anglo-Romani,Australia,"6,400",Angloromani,116.26259,-33.1842
Anglo-South African,Australia,"100,000",English,149.781917,-32.902916
Anmatjirra,Australia,600,Anmatyerre,133.30669,-22.22145
"Aranda, Western",Australia,400,"Arrarnta, Western",133.1826,-23.9178
Armenian,Australia,"45,000","Armenian, Western",151.2077,-33.8677
Burera,Australia,"1,100",Burarra,134.31561,-12.28718
Cebuano,Australia,"5,600",Cebuano,151.15915,-33.889973
Chilean,Australia,"33,000",Spanish,151.15394,-33.914841
"Chin, Hakha",Australia,"4,900","Chin, Hakha",145.07,-37.8
Cook Islands Maori,Australia,"5,200",Cook Islands Maori,151.2,-33.92
"Detribalized, PNG",Australia,"33,000",Tok Pisin,151.181176,-33.890103
Dhangu,Australia,200,Dhangu-Djangu,135.80843,-11.91093
Dhuwaya,Australia,500,Dhuwaya,136.8912,-12.255
Djambarrapuyngu,Australia,"4,300",Djambarrpuyngu,135.59014,-12.02098
Djinang,Australia,100,Djinang,134.84589,-12.47145
Fijian,Australia,"63,000",Fijian,151.216558,-33.95122
"Filipino, Tagalog",Australia,"244,000",Tagalog,151.207114,-33.8673
Finnish,Australia,"11,000",Finnish,151.192294,-33.881171
Gaididj,Australia,100,Kaytetye,133.71023,-21.50813
Garawa,Australia,100,Garrwa,137.63048,-17.20783
Goanese,Australia,"2,600","Konkani, Goan",151.110515,-33.894017
Gunwinggu,Australia,"1,800",Gunwinggu,133.35778,-12.33983
"Gupapuyngu, Gobabingo",Australia,300,Gupapuyngu,135.32979,-12.19272
Gurinji,Australia,400,Gurindji,130.36509,-17.0598
"Han Chinese, Cantonese",Australia,"95,000","Chinese, Yue",151.206982,-33.873693
"Han Chinese, Hakka",Australia,"14,000","Chinese, Hakka",150.877976,-34.045391
"Han Chinese, Mandarin",Australia,"510,000","Chinese, Mandarin",153.036299,-27.462338
"Hutu, Rundi",Australia,"3,700",Rundi,151.153507,-33.875151
Igbo,Australia,"2,000",Igbo,151.07,-33.86
Irish,Australia,"77,000",English,150.1391,-32.831
"Karen, S'gaw",Australia,"9,400","Karen, S'gaw",151.15915,-33.889973
Kitja,Australia,200,Kija,127.42663,-17.49287
Korean,Australia,"102,000",Korean,151.107887,-33.930771
Kuku-Yalanji,Australia,300,Kuku-Yalanji,145.16704,-16.04554
Kunbarlang,Australia,20,Gunwinggu,133.7584,-11.92057
Kunjen,Australia,400,Kunjen,143.53215,-16.64843
Kuuku-Yau,Australia,20,Torres Strait Creole,143.11383,-12.5081
Latvian,Australia,"9,100","Latvian, Standard",144.9632,-37.81425
Mabuiag,Australia,"1,000",Kala Lagaw Ya,142.183763,-9.951723
Maori,Australia,"44,000",Maori,153.030148,-27.460521
Martu Wangka,Australia,"1,100",Martu Wangka,122.02575,-24.30166
"Maung, Managari",Australia,400,Maung,133.19816,-11.81584
Mauritian,Australia,"24,000",Morisyen,151.167667,-33.904821
"Miriam, Mer",Australia,200,Meriam Mir,144.05763,-9.91044
Neo-Melanesian Papuan,Australia,"29,000",Tok Pisin,146.773866,-19.287156
Ngarinyin,Australia,10,Ngarinyin,126.46321,-16.34724
Nunggubuyu,Australia,300,Nunggubuyu,135.75267,-14.26229
Nyanganyatjara,Australia,"1,100",Ngaanyatjarra,127.76648,-25.59911
Nyangumarda,Australia,200,Nyangumarta,121.58422,-20.73496
Pintiini,Australia,200,Pintiini,127.5149,-29.93756
Pintupi-Luritja,Australia,"1,100",Pintupi-Luritja,130.64348,-23.29628
Pitcairner,Australia,600,English,149.781664,-32.902625
Pitjantjatjara,Australia,"3,600",Pitjantjatjara,131.35737,-26.97044
Pukapuka,Australia,"1,400",Pukapuka,151.2448,-33.976723
Rembarrnga,Australia,40,Rembarrnga,134.27635,-13.00821
Ritarungo,Australia,40,Ritharrngu,135.19142,-13.52623
Samoan,Australia,"22,000",Samoan,151.153434,-33.92025
Shona,Australia,"11,000",Shona,151.24,-33.92
Slovak,Australia,"6,400",Slovak,144.963169,-37.81427
Tiwi,Australia,"2,100",Tiwi,130.80932,-11.56136
Tongan,Australia,"14,000",Tongan,149.065519,-35.429104
Torres Strait Islander,Australia,"6,200",Torres Strait Creole,142.692,-11.066
Walmatjari,Australia,300,Walmajarri,126.07361,-19.60675
Wardaman,Australia,100,Wardaman,132.78047,-15.51558
Warlpiri,Australia,"2,300",Warlpiri,131.04996,-20.1008
Wik-Iiyanh,Australia,70,Wik-Iiyanh,142.74342,-14.12779
Wik-Munkan,Australia,500,Wik-Mungkan,141.7902,-13.73431
Wik-Ngathana,Australia,100,Wik-Ngathana,141.52541,-13.87081
Worora,Australia,20,English,124.6461,-15.95438
Yankunytjatjara,Australia,700,Yankunytjatjara,133.57212,-26.42627
Yindjibarndi,Australia,400,Yindjibarndi,117.07418,-21.54524
"Yoruba, Oyo",Australia,"2,000",Yoruba,151.135484,-33.89748
"Afghani, general",Austria,"37,000","Pashto, Southern",16.21958,48.282744
Bosniak,Austria,"98,000",Bosnian,14.742261,46.730589
Chechen,Austria,"26,000",Chechen,14.308752,46.63333
"Jew, German",Austria,"9,400","German, Standard",13.34932,47.45471
"Kurd, Kurmanji",Austria,"25,000","Kurdish, Northern",16.342898,48.202192
Persian,Austria,"18,000","Persian, Iranian",16.347761,48.176897
"South Asian, general",Austria,"23,000",Hindi,16.518863,48.263024
Turk,Austria,"121,000",Turkish,16.327728,48.167797
Albanian,Austria,"64,000","Albanian, Gheg",15.546984,46.755869
Arab,Austria,"19,000","Arabic, North Levantine Spoken",16.351657,48.200779
Czech,Austria,"18,000",Czech,14.97315,48.78793
Vietnamese,Austria,"3,600",Vietnamese,16.364101,48.140034
"Austrian, Bavarian",Austria,"7,350,000",Bavarian,16.348926,48.200783
Bulgarian,Austria,"5,400",Bulgarian,16.37,48.21
Croat,Austria,"73,000",Croatian,16.48888,47.76306
Deaf,Austria,"18,000",Austrian Sign Language,16.22499,48.11967
French,Austria,"17,000",French,9.730399,47.503219
French-Canadian,Austria,900,French,16.162661,48.132752
German,Austria,"185,000","German, Standard",9.739699,47.485091
Greek,Austria,"13,000",Greek,16.3154,48.166999
Italian,Austria,"8,400",Italian,13.016743,47.813069
Liechtensteiner,Austria,600,"German, Standard",9.583939,47.235067
Macedonian,Austria,"4,500",Macedonian,14.536156,46.466159
Polish,Austria,"60,000",Polish,16.39458,48.268005
"Romani, Austrian",Austria,"3,300","Romani, Carpathian",13.25656,47.81682
"Romani, Sinte",Austria,"3,300","Romani, Sinte",14.90428,47.99769
Russian,Austria,"17,000",Russian,13.0165,47.813954
Serb,Austria,"122,000",Serbian,14.305916,46.600426
Slovak,Austria,"37,000",Slovak,16.467101,48.16259
Slovene,Austria,"31,000",Slovene,13.99538,46.5835
"Sorb, Lower Lusatian",Austria,"4,500","Sorbian, Lower",13.92331,48.518678
Spaniard,Austria,"4,200",Spanish,16.377891,48.173625
Walser,Austria,"9,000",Walser,9.963,47.218
Yeniche,Austria,"1,800",Yeniche,12.970663,48.092827
British,Austria,"9,300",English,14.796822,47.839464
Chakavian,Austria,"30,000",Chakavian,16.52,47.84
Dutch,Austria,"3,400",Dutch,16.341837,48.222999
Estonian,Austria,600,"Estonian, Standard",16.373659,48.196207
German Swiss,Austria,"310,000","German, Swiss",9.67848,47.32811
"Han Chinese, Mandarin",Austria,"38,000","Chinese, Mandarin",16.404125,48.185473
Hungarian,Austria,"66,000",Hungarian,16.923951,48.015203
Romanian,Austria,"87,000",Romanian,16.37958,48.190725
Swedish,Austria,"2,000",Swedish,16.360518,48.183662
"Americans, U.S.",Austria,"5,900",English,16.356393,48.200919
"Brazilian, general",Austria,900,Portuguese,16.371334,48.197864
"Filipino, Tagalog",Austria,"9,100",Tagalog,16.285239,48.059124
Avar,Azerbaijan,"54,000",Avar,46.57754,41.73803
Azerbaijani,Azerbaijan,"8,738,000","Azerbaijani, North",47.68707,40.2128
"Azerbaijani, Azeri Turk",Azerbaijan,"294,000","Azerbaijani, South",48.079779,39.87034
Budug,Azerbaijan,"1,100",Budukh,48.33895,41.24139
Chechen,Azerbaijan,"5,300",Chechen,48.488403,41.695299
Dargin,Azerbaijan,"1,200",Dargwa,48.577891,41.762946
Deaf,Azerbaijan,"76,000",Language unknown,49.812264,40.398808
"Jewish Tat, Mountain Jews",Azerbaijan,"15,000",Judeo-Tat,48.48932,41.37913
Kazakh,Azerbaijan,"2,300",Kazakh,49.840265,40.408014
"Khinalug, Ketsh Khalkh",Azerbaijan,"2,400",Khinalugh,48.05821,41.17913
"Kryz, Dzhek",Azerbaijan,"5,800",Kryts,48.18208,41.17885
"Kurd, Kurmanji",Azerbaijan,"6,600","Kurdish, Northern",46.16556,39.82436
Lak,Azerbaijan,"1,600",Lak,48.527971,41.363279
Lezgin,Azerbaijan,"195,000",Lezgi,48.34479,41.47999
Mussulman Tat,Azerbaijan,"25,000","Tat, Muslim",48.75129,41.09124
Persian,Azerbaijan,"1,400","Persian, Iranian",48.529855,39.313278
Rutul,Azerbaijan,"18,000",Rutul,46.74134,41.07969
Shahseven,Azerbaijan,"2,000","Azerbaijani, South",48.866832,40.264563
Talysh,Azerbaijan,"75,000",Talysh,48.59481,38.7389
Tatar,Azerbaijan,"28,000",Tatar,49.844,40.411197
Tsakhur,Azerbaijan,"30,000",Tsakhur,46.86823,41.55684
Turk,Azerbaijan,"19,000",Turkish,49.893226,40.38344
"Turk, Meskhetian",Azerbaijan,"101,000",Turkish,46.371043,40.66981
"Uzbek, Southern",Azerbaijan,"2,000","Uzbek, Southern",49.861336,40.404142
Inghiloi,Azerbaijan,"18,000",Georgian,46.82747,41.36546
Ossetic,Azerbaijan,"2,800",Ossetic,45.262114,41.139794
Armenian,Azerbaijan,"130,000",Armenian,46.62271,39.94044
Assyrian,Azerbaijan,"1,600",Assyrian Neo-Aramaic,48.563787,38.725271
Belarusian,Azerbaijan,"6,600",Belarusian,49.84224,40.369164
Georgian,Azerbaijan,"43,000",Georgian,46.82747,41.36546
Mordvinian,Azerbaijan,"1,000",Erzya,49.821137,40.389716
Polish,Azerbaijan,"31,000",Polish,49.84,40.42
Russian,Azerbaijan,"129,000",Russian,47.032615,41.034431
Udin,Azerbaijan,"4,100",Udi,47.72075,40.89675
Ukrainian,Azerbaijan,"23,000",Ukrainian,49.845858,40.409027
British,Azerbaijan,"2,800",English,49.979124,40.463635
Moldavian,Azerbaijan,"2,500",Romanian,49.843834,40.404538
Romanian,Azerbaijan,"1,700",Romanian,49.865255,40.391603
German,Azerbaijan,"1,000","German, Standard",49.858521,40.37826
Deaf,Bahamas,"2,000",Language unknown,-77.329685,25.037566
Greek,Bahamas,"1,100",Greek,-77.296507,25.032235
British,Bahamas,"4,900",English,-77.377079,25.043283
"Chinese, general",Bahamas,800,"Chinese, Mandarin",-77.280417,25.04668
Afro-Bahamian,Bahamas,"243,000",Bahamas English Creole,-78.04446,24.70564
"Americans, U.S.",Bahamas,"8,200",English,-77.379544,25.03685
Bahamian,Bahamas,"93,000",English,-77.376029,25.043929
Haitian,Bahamas,"31,000",Haitian Creole,-77.461365,25.011036
Jamaicans,Bahamas,"6,200",English,-77.35421,25.045721
"Arab, Bahraini",Bahrain,"882,000","Arabic, Baharna Spoken",50.5695,26.00272
Gujarati,Bahrain,"34,000",Gujarati,50.554337,26.211163
"Jew, Arabic-speaking",Bahrain,90,"Arabic, Gulf Spoken",50.55428,26.03648
Kerinci,Bahrain,"26,000",Kerinci,50.58,26.21
"Kurd, Kurmanji",Bahrain,"59,000","Kurdish, Northern",50.471966,26.212895
Persian,Bahrain,"220,000","Persian, Iranian",50.49473,26.08076
Turk,Bahrain,"1,700",Turkish,50.484017,26.19677
Urdu,Bahrain,"76,000",Urdu,50.517759,26.162134
Deaf,Bahrain,"3,400",Language unknown,50.579795,26.229726
Malayali,Bahrain,"61,000",Malayalam,50.545776,26.178866
"Arab, general",Bahrain,"164,000","Arabic, Gulf Spoken",50.54866,26.11632
British,Bahrain,"25,000",English,50.58981,26.140325
"South Asian, Telugu-speaking",Bahrain,"34,000",Telugu,50.536437,26.218946
Tamil (Hindu traditions),Bahrain,"42,000",Tamil,50.537994,26.204548
"Americans, U.S.",Bahrain,"8,300",English,50.554945,26.153833
"Filipino, Tagalog",Bahrain,"34,000",Tagalog,50.51786,26.215061
Korean,Bahrain,"3,100",Korean,50.557611,26.221775
Abdul,Bangladesh,"27,000",Bengali,89.836246,22.996444
Aguri,Bangladesh,"1,000",Bengali,88.84661,25.867367
Ahmadi,Bangladesh,"2,100",Bengali,90.550627,24.347618
Akhandji,Bangladesh,500,Bengali,90.094445,22.682633
Ansari,Bangladesh,"1,241,000",Bengali,89.630344,24.626836
Arleng,Bangladesh,900,Karbi,92.215434,25.007574
Arora (Sikh traditions),Bangladesh,"1,100","Punjabi, Western",90.910194,24.352403
Badaik,Bangladesh,"1,000",Bengali,89.643751,24.487095
Badhai (Muslim traditions),Bangladesh,"1,700",Bengali,90.059086,23.525901
Bagdi (Hindu traditions),Bangladesh,"79,000",Bengali,89.437772,23.243317
Baha'i,Bangladesh,"11,000",Bengali,90.555898,24.401975
Bahelia (Hindu traditions),Bangladesh,"2,300",Bengali,90.363387,24.945809
Baidya (Hindu traditions),Bangladesh,"129,000",Bengali,92.254213,22.691228
Baidya (Muslim traditions),Bangladesh,500,Bengali,89.651265,22.788058
Baiga,Bangladesh,"3,100",Sylheti,91.511756,25.078455
Bairagi (Hindu traditions),Bangladesh,"211,000",Bengali,89.255234,25.757036
Baiti,Bangladesh,"6,300",Bengali,90.928768,24.182402
Bajikar (Muslim traditions),Bangladesh,100,Bengali,89.733714,22.498581
Bania,Bangladesh,"49,000",Bengali,90.986613,24.420335
Bania Agarwal,Bangladesh,"2,300",Bengali,90.012011,24.077645
Bania Bais,Bangladesh,"1,400",Bengali,90.435778,24.050097
Bania Gandha Banik,Bangladesh,"7,000",Bengali,89.919144,24.416425
Bania Khatri,Bangladesh,"4,300",Bengali,89.409451,24.195392
Bania Rauniar,Bangladesh,700,Bengali,90.856363,24.019933
Bania Subarna Banik,Bangladesh,"4,600",Bengali,89.777012,24.81583
Banjara (Muslim traditions),Bangladesh,"3,400",Bengali,90.024595,23.01494
Barua,Bangladesh,"11,000",Chittagonian,92.102959,22.736547
Bauri,Bangladesh,"10,000",Bengali,91.968845,22.518185
Bedia (Hindu traditions),Bangladesh,"15,000",Bengali,91.472566,25.019589
Bedia (Muslim traditions),Bangladesh,"24,000",Bengali,89.919709,23.068297
Beg,Bangladesh,700,Bengali,90.325127,24.94577
Behara,Bangladesh,"56,000",Bengali,89.83281,22.769959
Beldar (Hindu traditions),Bangladesh,"8,800",Bengali,89.988358,23.668326
Besya (Hindu traditions),Bangladesh,"1,300",Bengali,90.713228,23.991844
Besya (Muslim traditions),Bangladesh,"7,700",Bengali,89.269959,25.807067
Bhar,Bangladesh,"5,000",Bengali,89.310707,24.880156
Bhaskar,Bangladesh,200,Bengali,90.03379,24.531269
Bhat (Hindu traditions),Bangladesh,"1,800",Bengali,92.064902,22.712895
Bhil Mavchi,Bangladesh,400,Bengali,89.45979,22.42877
Bhoi (Hindu traditions),Bangladesh,"8,400",Bengali,89.547179,24.869434
Bhuinhar,Bangladesh,900,Bengali,89.52961,25.893334
Bhuinmali,Bangladesh,"109,000",Bengali,90.771605,24.301756
Bhuiya,Bangladesh,"13,000",Bengali,88.950111,25.158109
Bhuiya Ghatwar,Bangladesh,"1,100",Bengali,91.856182,22.448613
Bhumij,Bangladesh,"29,000",Sylheti,91.886858,24.888958
Bihari (Muslim traditions),Bangladesh,"921,000",Urdu,90.782039,24.392367
Bind,Bangladesh,"9,400",Bengali,89.848184,24.668141
Birjia,Bangladesh,300,Sylheti,91.616803,24.980029
Bishnupriya Manipuri,Bangladesh,"12,000",Bishnupuriya,91.858075,24.8929
Biswas (Hindu traditions),Bangladesh,"2,800",Bengali,89.741226,22.869799
Biswas (Muslim traditions),Bangladesh,"27,000",Bengali,89.805221,22.818482
Brahmin,Bangladesh,"590,000",Bengali,90.439896,24.042768
Brahmin Acharaj,Bangladesh,"2,800",Bengali,90.914066,24.194145
Brahmin Barna,Bangladesh,"6,600",Bengali,90.57575,23.74745
Brahmin Bhat,Bangladesh,500,Bengali,90.26357,23.79566
Brahmin Bhumihar,Bangladesh,600,Bengali,89.880634,24.277298
Brahmin Gaur,Bangladesh,"24,000",Bengali,91.974503,22.984448
Brahmin Joshi,Bangladesh,"2,000",Bengali,90.714079,24.284592
Brahmin Kanaujia,Bangladesh,"6,600",Bengali,88.667694,24.71292
Brahmin Maithili,Bangladesh,"7,200",Bengali,88.928452,25.057956
Brahmin Radhi,Bangladesh,"52,000",Bengali,90.550794,24.060904
Brahmin Sakaldwipi,Bangladesh,"2,600",Bengali,92.357456,22.686318
Brahmin Saraswat,Bangladesh,"5,700",Bengali,90.595638,24.096603
Brahmin Utkal,Bangladesh,"4,100",Bengali,88.89318,24.482216
Brahmin Vaidik,Bangladesh,"6,800",Bengali,90.117627,24.050769
Brahmin Varendra,Bangladesh,"28,000",Bengali,90.849617,24.118282
Buna (Hindu traditions),Bangladesh,"99,000",Bengali,89.909928,24.287839
Buna (Muslim traditions),Bangladesh,100,Bengali,89.249314,23.217705
Burmese,Bangladesh,"313,000",Burmese,92.172284,21.440585
Chain,Bangladesh,"25,000",Bengali,89.05289,25.116893
Chak,Bangladesh,"3,000",Chak,92.380151,21.742389
Chamar (Hindu traditions),Bangladesh,"87,000",Bengali,90.77073,24.329867
Chasadhobi,Bangladesh,"9,500",Bengali,88.789524,25.127155
"Chaudhari, caste",Bangladesh,200,Bengali,90.000213,23.091058
Chero,Bangladesh,"4,500",Sylheti,91.39297,24.975252
Chik Baraik,Bangladesh,"4,700",Sylheti,91.752626,25.099077
Dahiara,Bangladesh,300,Bengali,90.26357,23.79566
Dai (Hindu traditions),Bangladesh,"9,200",Bengali,89.896823,22.809866
Dai (Muslim traditions),Bangladesh,"49,000",Bengali,90.554495,24.612936
Dalu,Bangladesh,"2,300",Bengali,89.067688,25.541332
Daphtari,Bangladesh,600,Bengali,89.830219,23.220936
Darzi (Muslim traditions),Bangladesh,"16,000",Bengali,89.317183,23.228362
Deaf,Bangladesh,"1,234,000",West Bengal Sign Language,90.778135,24.338582
Dhanuk,Bangladesh,"1,700",Bengali,88.848867,25.83093
Dhobi (Hindu traditions),Bangladesh,"191,000",Bengali,91.269429,22.990127
Dhobi (Muslim traditions),Bangladesh,"21,000",Bengali,89.256086,25.09359
Dholi (Muslim traditions),Bangladesh,"52,000",Sylheti,92.12061,25.080645
Diwan,Bangladesh,100,Bengali,89.653572,22.949307
Doai,Bangladesh,"2,700",Bengali,89.471353,25.683772
Dom,Bangladesh,"1,000",Bengali,92.140089,23.343493
Dom (Hindu traditions),Bangladesh,"24,000",Chittagonian,92.002236,22.738881
Dulia,Bangladesh,"7,400",Bengali,90.669857,24.637957
Dusadh (Hindu traditions),Bangladesh,"13,000",Bengali,89.354422,25.617523
Dusadh (Muslim traditions),Bangladesh,600,Bengali,92.140995,22.690085
Dusadh Bahelia,Bangladesh,"5,100",Bengali,89.59,24.38962
Faqir,Bangladesh,"5,200",Bengali,90.839695,24.019785
